N;article;author;year;LINK;morphological_structure;extracted_features;extraction_techniques;classification_techniques;accuracy;Life_forms;data_set;country_of_origin
523;Plant Classification using Convolutional Neural Networks;"YALCIN H;RAZAVI S";2016;https://doi.org/10.1109/Agro-Geoinformatics.2016.7577698;Whole plants;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);97.47;Herbaceous;Autores;Türkiye
524;Leaf Recognition for Plant Classification Based on Wavelet Entropy and Back Propagation Neural Network;"YANG M;PHILLIPS P;WANG S;ZHANG Y";2017;http://dx.doi.org/10.1007/978-3-319-65298-6_34;Leave;Texture;Wavelet Transform;Artificial Neural Networks (ANN);90;Trees;Autores;China
525;Plant classification based on Stacked Autoencoder;"YANG M;NAYEEM A;SHEN L";2017;https://doi.org/10.1109/ITNEC.2017.8284906;Leave;Representations;Autoencoder;Autoencoder;93.3;Various;Autores;China
526;Leaf Segmentation and Classification with a Complicated Background Using Deep Learning;"YANG K;ZHONG W;LI F";2020;http://dx.doi.org/10.3390/agronomy10111721;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);91.5;Herbaceous;Autores;China
527;Plant Leaf Recognition Network Based on Feature Learning and Metric Learning;"YANG H;WU D;YUAN C;QIN X;WU H;ZHAO X;ZHAO Z";2020;https://doi.org/10.1007/978-3-030-60799-9_33;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);92.24;Trees;Base de dados pública;China
528;Leaf recognition using BP‑RBF hybrid neural network;"YANG X;NI H;LI J;LV J;MU H;QI D";2021;https://doi.org/10.1007/s11676-021-01362-4;Leave;Shape;Shape features;Suport Vector Machine (SVM);96.2;Trees;Autores;China
528;Leaf recognition using BP‑RBF hybrid neural network;"YANG X;NI H;LI J;LV J;MU H;QI D";2021;https://doi.org/10.1007/s11676-021-01362-5;Leave;Texture;Gray level cooccurrence matrix (GLCM);Artificial Neural Networks (ANN);96.2;Trees;Autores;China
529;Plant leaf recognition by integrating shape and texture features;YANG C;2021;https://doi.org/10.1016/j.patcog.2020.107809;Leave;Shape;Multiscale Triangle Descriptor;Combination of descriptors;77.63;Various;Base de dados pública;Various
529;Plant leaf recognition by integrating shape and texture features;YANG C;2021;https://doi.org/10.1016/j.patcog.2020.107809;Leave;Texture;Local Binary Pattern (LBP);Combination of descriptors;77.63;Various;Base de dados pública;Various
530;PlantNet: transfer learning-based fine-grained network for highthroughput plants recognition;"YANG Z;HE W;FAN X;TJAHJADI T";2022;https://doi.org/10.1007/s00500-021-06689-y(0123456789()..-vol(V0)123456789()..-volV);Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);97.25;Herbaceous;Base de dados pública;NI
531;Sabanci-Okan System at ImageClef 2011: Plant identification task;"YANIKOGLU B;APTOULA E;TIRKAZ C";2011;NI;Leave;Shape;Fourier descriptors;Suport Vector Machine (SVM);81.51;Trees;Base de dados pública;NI
531;Sabanci-Okan System at ImageClef 2011: Plant identification task;"YANIKOGLU B;APTOULA E;TIRKAZ C";2011;NI;Leave;Color;Color characteristics;Suport Vector Machine (SVM);81.51;Trees;Base de dados pública;NI
531;Sabanci-Okan System at ImageClef 2011: Plant identification task;"YANIKOGLU B;APTOULA E;TIRKAZ C";2011;NI;Leave;Texture;Texture features;Suport Vector Machine (SVM);81.51;Trees;Base de dados pública;NI
532;A study on visual features of leaves in plant identification using artificial intelligence techniques;"YIGIT E;SABANCI K;TOKTAS A;KAYABASI A";2019;https://doi.org/10.1016/j.compag.2018.11.036;Leave;Color;Color characteristics;Artificial Neural Networks (ANN);91.04;Trees;Base de dados pública;China
532;A study on visual features of leaves in plant identification using artificial intelligence techniques;"YIGIT E;SABANCI K;TOKTAS A;KAYABASI A";2019;https://doi.org/10.1016/j.compag.2018.11.037;Leave;Texture;Gray level cooccurrence matrix (GLCM);Suport Vector Machine (SVM);92.53;Trees;Base de dados pública;China
532;A study on visual features of leaves in plant identification using artificial intelligence techniques;"YIGIT E;SABANCI K;TOKTAS A;KAYABASI A";2019;https://doi.org/10.1016/j.compag.2018.11.038;Leave;Shape;Shape features;K-Nearest neighbour (KNN);86.57;Trees;Base de dados pública;China
532;A study on visual features of leaves in plant identification using artificial intelligence techniques;"YIGIT E;SABANCI K;TOKTAS A;KAYABASI A";2019;https://doi.org/10.1016/j.compag.2018.11.039;Leave;Shape;Shape features;Naive Bayes;85.07;Trees;Base de dados pública;China
532;A study on visual features of leaves in plant identification using artificial intelligence techniques;"YIGIT E;SABANCI K;TOKTAS A;KAYABASI A";2019;https://doi.org/10.1016/j.compag.2018.11.040;Leave;Shape;Shape features;Random Forest (RF);86.57;Trees;Base de dados pública;China
533;Rotation invariant wavelet descriptors. a new set of features to enhance plant leaves classification;"YOUSEFI E;BALEGHI Y;SAKHAEI S";2017;http://dx.doi.org/10.1016/j.compag.2017.05.031;Leave;Texture;Wavelet Features;Artificial Neural Networks (ANN);97.5;Trees;Base de dados pública;China
533;Rotation invariant wavelet descriptors. a new set of features to enhance plant leaves classification;"YOUSEFI E;BALEGHI Y;SAKHAEI S";2017;http://dx.doi.org/10.1016/j.compag.2017.05.032;Leave;Shape;Fourier descriptors;Artificial Neural Networks (ANN);97.5;Trees;Base de dados pública;China
534;Research on Plant Species Identification Based on Improved Convolutional Neural Network;"YUAN C;LIU T;SONG S;GAO F;ZHANG R";2022;http://dx.doi.org/10.32604/phyton.2023.025343;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);98.3;Herbaceous;Autores;China
535;Multi-Feature-Based Identification of Subtropical Evergreen Tree Species Using Gaofen-2 Imagery and Algorithm Comparison;"YUAN J;WU Z;LI S;KANG P;ZHU S";2023;https://doi.org/10.3390/f14020292;Canopy;Spectral features;Spectral characteristics;K-Nearest neighbour (KNN);90.27;Trees;Autores;China
535;Multi-Feature-Based Identification of Subtropical Evergreen Tree Species Using Gaofen-2 Imagery and Algorithm Comparison;"YUAN J;WU Z;LI S;KANG P;ZHU S";2023;https://doi.org/10.3390/f14020293;Canopy;Texture;Gray level cooccurrence matrix (GLCM);Suport Vector Machine (SVM);90.27;Trees;Autores;China
535;Multi-Feature-Based Identification of Subtropical Evergreen Tree Species Using Gaofen-2 Imagery and Algorithm Comparison;"YUAN J;WU Z;LI S;KANG P;ZHU S";2023;https://doi.org/10.3390/f14020294;Canopy;Texture;Gray level cooccurrence matrix (GLCM);Random Forest (RF);90.27;Trees;Autores;China
535;Multi-Feature-Based Identification of Subtropical Evergreen Tree Species Using Gaofen-2 Imagery and Algorithm Comparison;"YUAN J;WU Z;LI S;KANG P;ZHU S";2023;https://doi.org/10.3390/f14020295;Canopy;Texture;Gray level cooccurrence matrix (GLCM);Artificial Neural Networks (ANN);90.27;Trees;Autores;China
535;Multi-Feature-Based Identification of Subtropical Evergreen Tree Species Using Gaofen-2 Imagery and Algorithm Comparison;"YUAN J;WU Z;LI S;KANG P;ZHU S";2023;https://doi.org/10.3390/f14020296;Canopy;Texture;Gray level cooccurrence matrix (GLCM);Logistic Regression;90.27;Trees;Autores;China
536;Tree species identification in ex situ conservation areas using WorldView‑2 Satellite Data and Machine Learning Methods: a case study in the Bogor Botanic Garden;"YUDAPUTRA A;YUSWANDI A;WITONO J;CROPPER W;USMADI D";2023;https://doi.org/10.1007/s42965-023-00308-7;Canopy;Spectral features;Spectral characteristics;Suport Vector Machine (SVM);96;Various;Autores;Indonesia
536;Tree species identification in ex situ conservation areas using WorldView‑2 Satellite Data and Machine Learning Methods: a case study in the Bogor Botanic Garden;"YUDAPUTRA A;YUSWANDI A;WITONO J;CROPPER W;USMADI D";2023;https://doi.org/10.1007/s42965-023-00308-8;Canopy;Texture;Gray level cooccurrence matrix (GLCM);K-Nearest neighbour (KNN);86;Various;Autores;Indonesia
536;Tree species identification in ex situ conservation areas using WorldView‑2 Satellite Data and Machine Learning Methods: a case study in the Bogor Botanic Garden;"YUDAPUTRA A;YUSWANDI A;WITONO J;CROPPER W;USMADI D";2023;https://doi.org/10.1007/s42965-023-00308-9;Canopy;Texture;Gray level cooccurrence matrix (GLCM);Random Forest (RF);90;Various;Autores;Indonesia
536;Tree species identification in ex situ conservation areas using WorldView‑2 Satellite Data and Machine Learning Methods: a case study in the Bogor Botanic Garden;"YUDAPUTRA A;YUSWANDI A;WITONO J;CROPPER W;USMADI D";2023;https://doi.org/10.1007/s42965-023-00308-10;Canopy;Texture;Gray level cooccurrence matrix (GLCM);Bayesian Classifier;71;Various;Autores;Indonesia
537;Tropical Wood Species Recognition Based on Gabor Filter;"YUSOF R;ROSLI N;KHALID M";2009;https://doi.org/10.1109/CISP.2009.5302660;Wood;Texture;Gray level cooccurrence matrix (GLCM);Artificial Neural Networks (ANN);91;Trees;Autores;Malaysia
538;Using Gabor Filters as Image Multiplier for Tropical Wood Species Recognition System;"YUSOF R;ROSLI N;KHALID M";2010;https://doi.org/10.1109/UKSIM.2010.61;Wood;Texture;Gray level cooccurrence matrix (GLCM);Artificial Neural Networks (ANN);78.67;Trees;Autores;Malaysia
538;Using Gabor Filters as Image Multiplier for Tropical Wood Species Recognition System;"YUSOF R;ROSLI N;KHALID M";2010;https://doi.org/10.1109/UKSIM.2010.62;Wood;Texture;Gabor Features;Artificial Neural Networks (ANN);78.67;Trees;Autores;Malaysia
539;Fuzzy logic-based pre-classifier for tropical wood species recognition system;"YUSOF R;KHALID M;MOHD K A";2013;http://dx.doi.org/10.1007/s00138-013-0526-9;Wood;Texture;Basic Gray Level Aura Matrix (BGLAM);Linear Discriminant Analysis (LDA);93;Trees;Autores;Malaysia
539;Fuzzy logic-based pre-classifier for tropical wood species recognition system;"YUSOF R;KHALID M;MOHD K A";2013;http://dx.doi.org/10.1007/s00138-013-0526-10;Wood;Texture;Basic Gray Level Aura Matrix (BGLAM);K-Nearest neighbour (KNN);93;Trees;Autores;Malaysia
539;Fuzzy logic-based pre-classifier for tropical wood species recognition system;"YUSOF R;KHALID M;MOHD K A";2013;http://dx.doi.org/10.1007/s00138-013-0526-11;Wood;Texture;Basic Gray Level Aura Matrix (BGLAM);Artificial Neural Networks (ANN);93;Trees;Autores;Malaysia
540;Application of kernel-genetic algorithm as nonlinear feature selection in tropical wood species recognition system;"YUSOF R;KHALID M;M. K A";2013;http://dx.doi.org/10.1016/j.compag.2013.01.007;Wood;Texture;Gray level cooccurrence matrix (GLCM);Linear Discriminant Analysis (LDA);98.69;Trees;Autores;Malaysia
540;Application of kernel-genetic algorithm as nonlinear feature selection in tropical wood species recognition system;"YUSOF R;KHALID M;M. K A";2013;http://dx.doi.org/10.1016/j.compag.2013.01.008;Wood;Texture;Basic Gray Level Aura Matrix (BGLAM);Linear Discriminant Analysis (LDA);98.69;Trees;Autores;Malaysia
540;Application of kernel-genetic algorithm as nonlinear feature selection in tropical wood species recognition system;"YUSOF R;KHALID M;M. K A";2013;http://dx.doi.org/10.1016/j.compag.2013.01.009;Wood;Statistics;Propriedades estatísticas de distribuição de poros (SPPD);Linear Discriminant Analysis (LDA);98.69;Trees;Autores;Malaysia
541;A Study of Feature Extraction and Classifier Methods for Tropical Wood Recognition System;"YUSOF R;KHAIRUDDIN U;ROSLI N;ABDUL G H;AIZUDDIN N A N;AHMAD A;KHAIRUDDIN A";2018;https://doi.org/10.1109/TENCON.2018.8650411;Wood;Texture;Gray level cooccurrence matrix (GLCM);Artificial Neural Networks (ANN);100;Trees;Autores;Malaysia
541;A Study of Feature Extraction and Classifier Methods for Tropical Wood Recognition System;"YUSOF R;KHAIRUDDIN U;ROSLI N;ABDUL G H;AIZUDDIN N A N;AHMAD A;KHAIRUDDIN A";2018;https://doi.org/10.1109/TENCON.2018.8650412;Wood;Texture;Basic Gray Level Aura Matrix (BGLAM);Linear Discriminant Analysis (LDA);100;Trees;Autores;Malaysia
541;A Study of Feature Extraction and Classifier Methods for Tropical Wood Recognition System;"YUSOF R;KHAIRUDDIN U;ROSLI N;ABDUL G H;AIZUDDIN N A N;AHMAD A;KHAIRUDDIN A";2018;https://doi.org/10.1109/TENCON.2018.8650413;Wood;Statistics;Propriedades estatísticas de distribuição de poros (SPPD);Convolutional Neural Networks (CNN);100;Trees;Autores;Malaysia
542;Transfer Learning Approach in Automatic Tropical Wood Recognition System;"YUSOF R;AHMAD A;KHAIRUDDIN A;KHAIRUDDIN U;AZMI N;ROSLI N";2020;https://doi.org/10.1007/978-3-030-27053-7_104;Wood;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);100;Trees;Autores;Malaysia
543;Plant Classification Based on Extraction Feature Gray Level Co-Occurrence Matrix Using k-nearest Neighbour;"YUSTIKA M F;KANA S S;SARTIKA B G D";2020;https://iopscience.iop.org/article/10.1088/1742-6596/1566/1/012107;Leave;Texture;Gray level cooccurrence matrix (GLCM);K-Nearest neighbour (KNN);83;Medicinal plants;Autores;Indonesia
544;A Convolutional Neural Network for Leaves Recognition Using Data Augmentation;"ZHANG C;ZHOU P;LI C;LIU L";2015;https://doi.org/10.1109/CIT/IUCC/DASC/PICOM.2015.318;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);94.6;Trees;Base de dados pública;China
545;"Multi-modal Plant Leaf Recognition Based
on Centroid-Contour Distance and Local
Discriminant Canonical Correlation Analysis";"ZHANG S;WANG Z;SHI Y";2018;https://doi.org/10.1007/978-3-319-95933-7_8;Leave;Shape;Shape features;K-Nearest neighbour (KNN);91.25;Various;Base de dados pública;China
546;Initial investigation of different classifiers for plant leaf classification using multiple features;"ZHANG Q;ZENG S;ZHANG B";2019;http://dx.doi.org/10.1117/12.2539654;Leave;Shape;Shape features;K-Nearest neighbour (KNN);93.42;NI;Base de dados pública;NI
546;Initial investigation of different classifiers for plant leaf classification using multiple features;"ZHANG Q;ZENG S;ZHANG B";2019;http://dx.doi.org/10.1117/12.2539655;Leave;Texture;Texture features;Suport Vector Machine (SVM);79.83;NI;Base de dados pública;NI
546;Initial investigation of different classifiers for plant leaf classification using multiple features;"ZHANG Q;ZENG S;ZHANG B";2019;http://dx.doi.org/10.1117/12.2539656;Leave;Texture;Texture features;Decision Tree (DT);71;NI;Base de dados pública;NI
546;Initial investigation of different classifiers for plant leaf classification using multiple features;"ZHANG Q;ZENG S;ZHANG B";2019;http://dx.doi.org/10.1117/12.2539657;Leave;Texture;Texture features;Random Forest (RF);98.92;NI;Base de dados pública;NI
546;Initial investigation of different classifiers for plant leaf classification using multiple features;"ZHANG Q;ZENG S;ZHANG B";2019;http://dx.doi.org/10.1117/12.2539658;Leave;Texture;Texture features;Naive Bayes;73.42;NI;Base de dados pública;NI
546;Initial investigation of different classifiers for plant leaf classification using multiple features;"ZHANG Q;ZENG S;ZHANG B";2019;http://dx.doi.org/10.1117/12.2539659;Leave;Texture;Texture features;Linear Discriminant Analysis (LDA);97.08;NI;Base de dados pública;NI
546;Initial investigation of different classifiers for plant leaf classification using multiple features;"ZHANG Q;ZENG S;ZHANG B";2019;http://dx.doi.org/10.1117/12.2539660;Leave;Texture;Texture features;Logistic Regression;96.58;NI;Base de dados pública;NI
546;Initial investigation of different classifiers for plant leaf classification using multiple features;"ZHANG Q;ZENG S;ZHANG B";2019;http://dx.doi.org/10.1117/12.2539661;Leave;Texture;Texture features;Sparse Representation;96;NI;Base de dados pública;NI
547;Leaf Image Recognition Based on Bag of Features;"ZHANG Y;CUI J;WANG Z;KANG J;MIN Y";2020;http://dx.doi.org/10.3390/app10155177;Leave;Shape;Shape features;Suport Vector Machine (SVM);96.34;Various;Base de dados pública;China
547;Leaf Image Recognition Based on Bag of Features;"ZHANG Y;CUI J;WANG Z;KANG J;MIN Y";2020;http://dx.doi.org/10.3390/app10155178;Leave;Texture;Texture features;Suport Vector Machine (SVM);96.34;Various;Base de dados pública;China
548;Research on plant leaf classification and retrieval method based on machine learning;"ZHANG Y;TANG J;WANG Y";2021;https://iopscience.iop.org/article/10.1088/1755-1315/714/2/022071;Leave;Color;Color characteristics;K-Nearest neighbour (KNN);94.94;Various;Base de dados pública;NI
548;Research on plant leaf classification and retrieval method based on machine learning;"ZHANG Y;TANG J;WANG Y";2021;https://iopscience.iop.org/article/10.1088/1755-1315/714/2/022072;Leave;Shape;Shape features;Suport Vector Machine (SVM);83.5;Various;Base de dados pública;NI
548;Research on plant leaf classification and retrieval method based on machine learning;"ZHANG Y;TANG J;WANG Y";2021;https://iopscience.iop.org/article/10.1088/1755-1315/714/2/022073;Leave;Texture;Gray level cooccurrence matrix (GLCM);Decision Tree (DT);100;Various;Base de dados pública;NI
548;Research on plant leaf classification and retrieval method based on machine learning;"ZHANG Y;TANG J;WANG Y";2021;https://iopscience.iop.org/article/10.1088/1755-1315/714/2/022074;Leave;Texture;Gray level cooccurrence matrix (GLCM);Random Forest (RF);99.83;Various;Base de dados pública;NI
